"ActivityName" "SubjectID" "Variable" "VariableAverage"
"Walking" 29 "freqDomain-BodyGyroscope-std-Y" -0.0941359695075472
"Walking" 29 "freqDomain-BodyGyroscope-std-Z" -0.494117483018868
"Walking" 29 "freqDomain-BodyAccelerometerMag-std" -0.393257505471698
"Walking" 29 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.169506499226415
"Walking" 29 "freqDomain-BodyBodyGyroscopeMag-std" -0.429156830566038
"Walking" 29 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.618667722641509
"Walking" 30 "timeDomain-BodyAccelerometer-mean-X" 0.276406758
"Walking" 30 "timeDomain-BodyAccelerometer-mean-Y" -0.0175880385730769
"Walking" 30 "timeDomain-BodyAccelerometer-mean-Z" -0.0986247068969231
"Walking" 30 "timeDomain-GravityAccelerometer-mean-X" 0.965217551076923
"Walking" 30 "timeDomain-GravityAccelerometer-mean-Y" -0.157673823846154
"Walking" 30 "timeDomain-GravityAccelerometer-mean-Z" -0.00392556384476923
"Walking" 30 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0688689970184615
"Walking" 30 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.0219656545
"Walking" 30 "timeDomain-BodyAccelerometerJerk-mean-Z" -0.00739534236
"Walking" 30 "timeDomain-BodyGyroscope-mean-X" -0.0459505355861538
"Walking" 30 "timeDomain-BodyGyroscope-mean-Y" -0.0649170927338462
"Walking" 30 "timeDomain-BodyGyroscope-mean-Z" 0.0839568239261538
"Walking" 30 "timeDomain-BodyGyroscopeJerk-mean-X" -0.0873839917276923
"Walking" 30 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0617028868769231
"Walking" 30 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0446007229941538
"Walking" 30 "timeDomain-BodyAccelerometerMag-mean" -0.195140032969231
"Walking" 30 "timeDomain-GravityAccelerometerMag-mean" -0.195140032969231
"Walking" 30 "timeDomain-BodyAccelerometerJerkMag-mean" -0.352111713846154
"Walking" 30 "timeDomain-BodyGyroscopeMag-mean" -0.0229640797463077
"Walking" 30 "timeDomain-BodyGyroscopeJerkMag-mean" -0.472068729846154
"Walking" 30 "freqDomain-BodyAccelerometer-mean-X" -0.351402910907692
"Walking" 30 "freqDomain-BodyAccelerometer-mean-Y" -0.193856663907692
"Walking" 30 "freqDomain-BodyAccelerometer-mean-Z" -0.309558882615385
"Walking" 30 "freqDomain-BodyAccelerometerJerk-mean-X" -0.389595631107692
"Walking" 30 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.299525343907692
"Walking" 30 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.467030710153846
"Walking" 30 "freqDomain-BodyGyroscope-mean-X" -0.374440300461538
"Walking" 30 "freqDomain-BodyGyroscope-mean-Y" -0.175900924040154
"Walking" 30 "freqDomain-BodyGyroscope-mean-Z" -0.247350343692308
"Walking" 30 "freqDomain-BodyAccelerometerMag-mean" -0.342363772923077
"Walking" 30 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.347180134692308
"Walking" 30 "freqDomain-BodyBodyGyroscopeMag-mean" -0.358344356
"Walking" 30 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.547621753230769
"Walking" 30 "timeDomain-BodyAccelerometer-std-X" -0.346394275230769
"Walking" 30 "timeDomain-BodyAccelerometer-std-Y" -0.173550021692308
"Walking" 30 "timeDomain-BodyAccelerometer-std-Z" -0.120476783907692
"Walking" 30 "timeDomain-GravityAccelerometer-std-X" -0.979752466923077
"Walking" 30 "timeDomain-GravityAccelerometer-std-Y" -0.970176562153846
"Walking" 30 "timeDomain-GravityAccelerometer-std-Z" -0.943958420615385
"Walking" 30 "timeDomain-BodyAccelerometerJerk-std-X" -0.374400941384615
"Walking" 30 "timeDomain-BodyAccelerometerJerk-std-Y" -0.270709274446154
"Walking" 30 "timeDomain-BodyAccelerometerJerk-std-Z" -0.521351855076923
"Walking" 30 "timeDomain-BodyGyroscope-std-X" -0.387920593846154
"Walking" 30 "timeDomain-BodyGyroscope-std-Y" 0.00600277892
"Walking" 30 "timeDomain-BodyGyroscope-std-Z" -0.182569652430769
"Walking" 30 "timeDomain-BodyGyroscopeJerk-std-X" -0.460345386153846
"Walking" 30 "timeDomain-BodyGyroscopeJerk-std-Y" -0.497621802307692
"Walking" 30 "timeDomain-BodyGyroscopeJerk-std-Z" -0.476208796153846
"Walking" 30 "timeDomain-BodyAccelerometerMag-std" -0.359873411538462
"Walking" 30 "timeDomain-GravityAccelerometerMag-std" -0.359873411538462
"Walking" 30 "timeDomain-BodyAccelerometerJerkMag-std" -0.353751020923077
"Walking" 30 "timeDomain-BodyGyroscopeMag-std" -0.266845731292308
"Walking" 30 "timeDomain-BodyGyroscopeJerkMag-std" -0.546977272307692
"Walking" 30 "freqDomain-BodyAccelerometer-std-X" -0.344928112461538
"Walking" 30 "freqDomain-BodyAccelerometer-std-Y" -0.215634315369231
"Walking" 30 "freqDomain-BodyAccelerometer-std-Z" -0.0931447617846154
"Walking" 30 "freqDomain-BodyAccelerometerJerk-std-X" -0.415135398
"Walking" 30 "freqDomain-BodyAccelerometerJerk-std-Y" -0.289466095323077
"Walking" 30 "freqDomain-BodyAccelerometerJerk-std-Z" -0.575410267076923
"Walking" 30 "freqDomain-BodyGyroscope-std-X" -0.399032346
"Walking" 30 "freqDomain-BodyGyroscope-std-Y" 0.0955456046230769
"Walking" 30 "freqDomain-BodyGyroscope-std-Z" -0.237941473615385
"Walking" 30 "freqDomain-BodyAccelerometerMag-std" -0.469852794923077
"Walking" 30 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.366537416615385
"Walking" 30 "freqDomain-BodyBodyGyroscopeMag-std" -0.331541740923077
"Walking" 30 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.578580044615385
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-mean-X" 0.255461689622641
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-mean-Y" -0.0239531492643396
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-mean-Z" -0.0973020020943396
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-mean-X" 0.89335109754717
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-mean-Y" -0.362153364339623
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-mean-Z" -0.075402939754717
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-mean-X" 0.101372729922642
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.0194863076188679
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-mean-Z" -0.0455625449113208
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-mean-X" 0.050549379754717
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-mean-Y" -0.166170015088679
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-mean-Z" 0.0583595463981132
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-mean-X" -0.122232768011321
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0421485884509434
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0407125527654717
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerMag-mean" -0.129927630735849
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometerMag-mean" -0.129927630735849
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerkMag-mean" -0.466503446226415
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeMag-mean" -0.126735589969811
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerkMag-mean" -0.59488286509434
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-mean-X" -0.404321784150943
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-mean-Y" -0.190976720811321
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-mean-Z" -0.433349702075472
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-mean-X" -0.479875245660377
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.41344458754717
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.685474353962264
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-mean-X" -0.492611667924528
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-mean-Y" -0.319474609056604
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-mean-Z" -0.453597213018868
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerMag-mean" -0.352395944716981
"Walking_Upstairs" 1 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.44265216245283
"Walking_Upstairs" 1 "freqDomain-BodyBodyGyroscopeMag-mean" -0.325961457396226
"Walking_Upstairs" 1 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.634665082075472
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-std-X" -0.35470802509434
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-std-Y" -0.00232026501698113
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometer-std-Z" -0.0194792388471698
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-std-X" -0.956367027924528
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-std-Y" -0.952849233207547
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometer-std-Z" -0.912379410377358
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-std-X" -0.446843887735849
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-std-Y" -0.378274426037736
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerk-std-Z" -0.706593530943396
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-std-X" -0.544871104528302
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-std-Y" 0.00410518379811321
"Walking_Upstairs" 1 "timeDomain-BodyGyroscope-std-Z" -0.50716867490566
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-std-X" -0.614786508490566
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-std-Y" -0.601696656226415
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerk-std-Z" -0.606332002264151
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerMag-std" -0.324970929245283
"Walking_Upstairs" 1 "timeDomain-GravityAccelerometerMag-std" -0.324970929245283
"Walking_Upstairs" 1 "timeDomain-BodyAccelerometerJerkMag-std" -0.478991622075472
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeMag-std" -0.14861931805283
"Walking_Upstairs" 1 "timeDomain-BodyGyroscopeJerkMag-std" -0.648553044339623
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-std-X" -0.337428188679245
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-std-Y" 0.0217695106566038
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometer-std-Z" 0.0859565543849057
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-std-X" -0.461907025849057
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-std-Y" -0.381777065283019
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerJerk-std-Z" -0.726040200754717
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-std-X" -0.565892490754717
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-std-Y" 0.151538905566038
"Walking_Upstairs" 1 "freqDomain-BodyGyroscope-std-Z" -0.57170784
"Walking_Upstairs" 1 "freqDomain-BodyAccelerometerMag-std" -0.416260101509434
"Walking_Upstairs" 1 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.533059853773585
"Walking_Upstairs" 1 "freqDomain-BodyBodyGyroscopeMag-std" -0.182985518264151
"Walking_Upstairs" 1 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.693930521509434
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-mean-X" 0.247164790395833
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-mean-Y" -0.0214121132045833
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-mean-Z" -0.152513899520833
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-mean-X" 0.790717418541667
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-mean-Y" -0.416214890416667
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-mean-Z" -0.195888238891667
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0744507839572917
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-mean-Y" -0.00970985514333333
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-mean-Z" 0.01948143925
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-mean-X" -0.0576912634583333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-mean-Y" -0.0320883097395833
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-mean-Z" 0.0688374021666667
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-mean-X" -0.0828858001333333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0424053708458333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0445157481625
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerMag-mean" -0.107322679520833
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometerMag-mean" -0.107322679520833
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerkMag-mean" -0.321268911041667
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeMag-mean" -0.219713472958333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerkMag-mean" -0.572816438541667
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-mean-X" -0.266720933270833
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-mean-Y" 0.00992445881854167
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-mean-Z" -0.281001986202083
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-mean-X" -0.258639439729167
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.1878421317125
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.522728063333333
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-mean-X" -0.331643577458333
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-mean-Y" -0.488086123958333
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-mean-Z" -0.248601122
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerMag-mean" -0.14531853915625
"Walking_Upstairs" 2 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.189511136902083
"Walking_Upstairs" 2 "freqDomain-BodyBodyGyroscopeMag-mean" -0.450612184791667
"Walking_Upstairs" 2 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.60079849625
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-std-X" -0.304376406458333
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-std-Y" 0.108027279889583
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometer-std-Z" -0.112121021220833
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-std-X" -0.934407739791667
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-std-Y" -0.92376745375
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometer-std-Z" -0.878004056875
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-std-X" -0.276121886479167
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-std-Y" -0.185648954220833
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerk-std-Z" -0.5737463525
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-std-X" -0.439253058958333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-std-Y" -0.466298336666667
"Walking_Upstairs" 2 "timeDomain-BodyGyroscope-std-Z" -0.163995791679167
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-std-X" -0.464854363125
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-std-Y" -0.645491337708333
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerk-std-Z" -0.467595961041667
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerMag-std" -0.205977045295833
"Walking_Upstairs" 2 "timeDomain-GravityAccelerometerMag-std" -0.205977045295833
"Walking_Upstairs" 2 "timeDomain-BodyAccelerometerJerkMag-std" -0.21738939458125
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeMag-std" -0.377532167604167
"Walking_Upstairs" 2 "timeDomain-BodyGyroscopeJerkMag-std" -0.597291719166667
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-std-X" -0.320582414375
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-std-Y" 0.0848802791083333
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometer-std-Z" -0.09454497643125
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-std-X" -0.365415441458333
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-std-Y" -0.243554146666667
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerJerk-std-Z" -0.625090981458333
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-std-X" -0.476358845625
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-std-Y" -0.459758488958333
"Walking_Upstairs" 2 "freqDomain-BodyGyroscope-std-Z" -0.218072471479167
"Walking_Upstairs" 2 "freqDomain-BodyAccelerometerMag-std" -0.36672824375
"Walking_Upstairs" 2 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.2604238389625
"Walking_Upstairs" 2 "freqDomain-BodyBodyGyroscopeMag-std" -0.438620401875
"Walking_Upstairs" 2 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.621820202916667
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-mean-X" 0.260819873067797
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-mean-Y" -0.0324109410555932
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-mean-Z" -0.110064863437288
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-mean-X" 0.883533436101695
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-mean-Y" -0.382851153728814
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-mean-Z" -0.162943955254237
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0426880986186441
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.0397249270484746
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-mean-Z" 0.0208205538101695
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-mean-X" 0.0721980309322034
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-mean-Y" -0.139275405637288
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-mean-Z" 0.0215603697
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-mean-X" -0.115510569491525
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0400372510491525
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0498180874305085
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerMag-mean" -0.184014895
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometerMag-mean" -0.184014895
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerkMag-mean" -0.436901159491525
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeMag-mean" -0.347321812220339
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerkMag-mean" -0.658861401355932
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-mean-X" -0.392004211474576
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-mean-Y" -0.0788094156644068
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-mean-Z" -0.504494528474576
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-mean-X" -0.478434306271186
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.283772547471017
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.677314534067797
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-mean-X" -0.378216681762712
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-mean-Y" -0.637293508305085
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-mean-Z" -0.431503361525424
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerMag-mean" -0.315866079491525
"Walking_Upstairs" 3 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.412920898474576
"Walking_Upstairs" 3 "freqDomain-BodyBodyGyroscopeMag-mean" -0.514211583728814
"Walking_Upstairs" 3 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.716877778644068
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-std-X" -0.313123437627119
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-std-Y" 0.0116280813372881
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometer-std-Z" -0.369754604067797
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-std-X" -0.944040819322034
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-std-Y" -0.909825953898305
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometer-std-Z" -0.909469675084746
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-std-X" -0.458364616949153
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-std-Y" -0.251680364540678
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerk-std-Z" -0.708551711864407
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-std-X" -0.456039262525424
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-std-Y" -0.582742845932203
"Walking_Upstairs" 3 "timeDomain-BodyGyroscope-std-Z" -0.492327305084746
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-std-X" -0.507270757966102
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-std-Y" -0.775774143389831
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerk-std-Z" -0.573433947627119
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerMag-std" -0.333597432542373
"Walking_Upstairs" 3 "timeDomain-GravityAccelerometerMag-std" -0.333597432542373
"Walking_Upstairs" 3 "timeDomain-BodyAccelerometerJerkMag-std" -0.439020591694915
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeMag-std" -0.408886653186441
"Walking_Upstairs" 3 "timeDomain-BodyGyroscopeJerkMag-std" -0.718028040338983
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-std-X" -0.285333024050847
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-std-Y" -0.00803987529661017
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometer-std-Z" -0.350797226271186
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-std-X" -0.486446509661017
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-std-Y" -0.268191523644068
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerJerk-std-Z" -0.738705863898305
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-std-X" -0.484820991355932
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-std-Y" -0.556045947118644
"Walking_Upstairs" 3 "freqDomain-BodyGyroscope-std-Z" -0.561097649661017
"Walking_Upstairs" 3 "freqDomain-BodyAccelerometerMag-std" -0.447994369152542
"Walking_Upstairs" 3 "freqDomain-BodyBodyAccelerometerJerkMag-std" -0.48060920220339
"Walking_Upstairs" 3 "freqDomain-BodyBodyGyroscopeMag-std" -0.445181802430508
"Walking_Upstairs" 3 "freqDomain-BodyBodyGyroscopeJerkMag-std" -0.740033436271186
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-mean-X" 0.270876696730769
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-mean-Y" -0.0319804295729615
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-mean-Z" -0.114219455519231
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-mean-X" 0.946264314423077
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-mean-Y" -0.232944304615385
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-mean-Z" 0.0841675382884615
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerJerk-mean-X" 0.0560971909634615
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerJerk-mean-Y" 0.0234018993153846
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerJerk-mean-Z" 0.00340280836730769
"Walking_Upstairs" 4 "timeDomain-BodyGyroscope-mean-X" 0.0393825198942308
"Walking_Upstairs" 4 "timeDomain-BodyGyroscope-mean-Y" -0.0859471683596154
"Walking_Upstairs" 4 "timeDomain-BodyGyroscope-mean-Z" 0.0843753843384615
"Walking_Upstairs" 4 "timeDomain-BodyGyroscopeJerk-mean-X" -0.1314720713
"Walking_Upstairs" 4 "timeDomain-BodyGyroscopeJerk-mean-Y" -0.0390508828865385
"Walking_Upstairs" 4 "timeDomain-BodyGyroscopeJerk-mean-Z" -0.0722496260807692
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerMag-mean" -0.153703935357692
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometerMag-mean" -0.153703935357692
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerJerkMag-mean" -0.400922254807692
"Walking_Upstairs" 4 "timeDomain-BodyGyroscopeMag-mean" -0.299779407884615
"Walking_Upstairs" 4 "timeDomain-BodyGyroscopeJerkMag-mean" -0.686978374423077
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometer-mean-X" -0.294488270365385
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometer-mean-Y" -0.117109161492308
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometer-mean-Z" -0.524655722692308
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometerJerk-mean-X" -0.418304647307692
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometerJerk-mean-Y" -0.297805187243462
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometerJerk-mean-Z" -0.690106934230769
"Walking_Upstairs" 4 "freqDomain-BodyGyroscope-mean-X" -0.3710689925
"Walking_Upstairs" 4 "freqDomain-BodyGyroscope-mean-Y" -0.684310201538462
"Walking_Upstairs" 4 "freqDomain-BodyGyroscope-mean-Z" -0.350765737115385
"Walking_Upstairs" 4 "freqDomain-BodyAccelerometerMag-mean" -0.276825498230769
"Walking_Upstairs" 4 "freqDomain-BodyBodyAccelerometerJerkMag-mean" -0.397406285
"Walking_Upstairs" 4 "freqDomain-BodyBodyGyroscopeMag-mean" -0.575794072115385
"Walking_Upstairs" 4 "freqDomain-BodyBodyGyroscopeJerkMag-mean" -0.740749226346154
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-std-X" -0.204933042903846
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-std-Y" -0.0666899105180769
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometer-std-Z" -0.372137777692308
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-std-X" -0.958495235576923
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-std-Y" -0.923376019038462
"Walking_Upstairs" 4 "timeDomain-GravityAccelerometer-std-Z" -0.919619453269231
"Walking_Upstairs" 4 "timeDomain-BodyAccelerometerJerk-std-X" -0.380488027307692
